ID,Life expectancy
105,67.40566234952308
106,75.39364892780115
107,63.4964544235188
108,73.24067839791661
109,73.31162676359259
110,65.61876226627027
111,70.7982814557302
112,61.42494089115691
113,66.93176473684053
114,70.83571785862077
115,74.99266409225893
116,70.90106807131825
117,73.67352290406257
118,67.45816215973677
119,62.709175838043656
120,68.3251213964143
121,65.26578610938613
122,70.07314510767009
123,67.88869867540697
124,70.4491618656483
125,68.20488946982192
126,72.82309957905142
127,75.95456829316392
128,77.26541000663065
129,73.23909699364235
130,81.04817651980261
131,71.97580113044864
132,71.45526098198229
133,72.38099188908701
134,69.76067594612606
135,67.76624389397922
136,77.89699299113805
137,71.93548138740394
138,72.62284014336431
139,70.62874558783508
140,64.82174474610954
141,68.74891527810996
142,70.301757460229
143,75.81746659059915
144,70.63564235509949
145,64.53040775581579
146,77.52581550101182
147,54.940036498429976
148,70.98311933454423
149,77.0271454379226
150,59.923851144525514
151,62.28029023637805
152,76.35381794256945
153,73.0787245275942
154,73.82033827191309
155,47.062062663806046
156,68.68792326186144
157,56.285018413180275
158,65.0343636073199
159,70.85811312125095
160,67.90155457506384
161,64.91473316031873
162,50.6568175280954
163,72.06221114307533
164,74.73524167129094
165,73.83246879140736
166,67.82505680532599
167,61.470083810090905
168,65.83026586193064
169,61.845880115408235
170,74.28932102826408
171,73.7690412544068
172,49.089506072614995
173,76.74892437989234
174,59.17356687853696
175,57.97906631491807
176,75.07974009880726
177,76.54990871884041
178,65.8983572027539
179,73.38779167420465
180,73.46890493641031
181,69.26534908117694
182,54.83802174147107
183,68.05361464977362
184,72.38687215176986
185,72.20893615923565
186,56.710091699012295
187,66.35409400569996
188,70.6267714003382
189,75.97275540429494
190,68.89839308279126
191,75.7343643414494
192,69.83323498583567
193,72.85510668700203
194,70.54901734381338
195,68.01055833139644
196,71.45101222158075
197,81.49879077922415
198,58.46876240986113
199,73.27430793624349
200,71.90059427950824
201,59.78645284652995
202,60.58884678556429
203,65.43308571690368
204,74.07799194118888
205,65.20099158978412
206,66.47701382688524
207,75.81710766088193
208,65.11773022656149
209,75.58542461369477
210,77.04293192852322
211,61.585811854008945
212,75.82594725804597
213,67.8940212868249
214,72.34625551050748
215,70.93804901258811
216,73.01271219454648
217,51.922354104761894
218,73.40840446491296
219,70.62213984710165
220,72.10211320850111
221,63.70072766896879
222,73.18485151009395
223,70.3712673620183
224,70.65444312696327
225,76.74739432910732
226,70.33431677103987
227,69.35862810914693
228,68.03416225349451
229,62.85480828175861
230,71.47459339445358
231,78.22417156725733
232,72.55781555152946
233,66.98382904180748
234,67.72588466471892
235,69.81593426430263
236,72.98575852476245
237,60.618995897745194
238,55.64139712124478
239,77.55291005814355
240,68.6214164393853
241,71.9435529888925
242,69.34741758831815
243,70.87060975991044
244,60.66091573885249
245,72.0671647613864
246,71.8588393614849
247,58.959811888193805
248,73.28065104513313
249,77.4859244383403
250,74.54722191792331
251,71.86321969335076
252,75.15212906506997
253,71.47620313820342
254,64.56407852900384
255,62.485018096122914
256,68.83682516119697
257,72.6895587564357
258,66.14787056288974
259,68.66475267056107
260,78.10917719918177
261,73.46770584742191
262,64.305989290163
263,63.068138808925
264,65.62544482679401
265,71.256056788988
266,68.22168733164864
267,64.0476250277538
268,59.053123152172354
269,64.30899774683036
270,57.79231332283558
271,67.66542286958614
272,75.70868259073488
273,80.23675860048411
274,77.63630800975059
275,61.98545824515241
276,59.52642213539859
277,76.12754457136788
278,73.84250851823352
279,70.34454015892786
280,67.68038253891822
281,74.33193890235106
282,57.834433219600626
283,74.50811210675005
284,71.88076086195656
285,70.91058133248923
286,76.89079414829558
287,60.034030456948656
288,75.60264498344561
289,70.71108391467413
290,71.52923184509774
291,73.68445882581182
292,74.14788930601176
293,58.56764688590625
294,69.74186317972308
295,70.1117629401629
296,72.43209327251863
297,63.84418963344479
298,65.81587168402208
299,68.14327364956097
300,72.48689289164592
301,70.04174197419836
302,69.74508353739695
303,61.36953681852622
304,71.06503367529723
305,74.91871146777167
306,70.25533080831079
307,61.69540078988937
308,61.20051794289108
309,75.17020278802929
310,77.5793499761823
311,71.39415203178078
312,77.36276744585587
313,67.33828139899785
314,71.08215395315946
315,73.58866017427982
316,72.34422567747536
317,60.14960915366056
318,67.10123689455301
319,69.34141983669738
320,71.24601093216901
321,74.23768371750269
322,71.81125962810111
323,58.25797896017286
324,69.20392698534806
325,79.80913173782491
326,60.57223125993043
327,78.26935285776305
328,55.53680383197403
329,77.38517932702416
330,62.98562507199329
